18409 3248441851
209 13 9499871
209 31 6167790
210 31 5317905
210 25 6137278
210 76 2704313
210 40 3611801
210 41 1885795
210 30 10935242
210 98 6444555
210 55 11181120
210 22 7931915
210 98 11069027
210 72 2940533
210 61 2085577
210 22 8466411
210 35 7321707
210 17 7014750
210 15 3193051
210 33 2414697
210 71 461843
210 85 7236844
210 71 2152525
210 92 5263202
210 25 9044722
210 96 4974632
211 36 5530558
211 21 9102883
211 45 1761138
211 76 8792747
211 92 3162810
211 86 10310855
211 92 5225915
211 79 6341594
211 89 1612979
211 63 11231368
211 94 6697725
211 33 9377647
211 59 10404895
211 34 6437180
211 81 994385
211 92 10638303
211 60 10501679
211 86 9694131
211 42 7152898
212 67 957460
212 64 5407578
212 36 7710913
212 21 6002380
212 69 473170
212 70 318786
212 64 2719903
212 50 1843172
212 29 5440207
212 97 4090931
212 32 7474402
213 12 6232857
213 46 3018158
213 51 6471160
213 37 8564276
213 98 10442098
213 28 9698986
213 50 10106250
213 69 8645511
213 59 6793901
213 26 536625
214 91 8230096
214 34 1843455
214 45 4640761
214 12 8731820
214 55 3943606
214 45 7754748
214 68 9128898
215 96 1099272
215 48 4547046
215 42 5897792
215 11 2072457
215 56 4409265
215 98 6881211
215 93 8708273
215 57 11157423
215 47 7682929
215 61 8305298
215 10 4719287
215 85 10680952
215 87 3842620
215 85 5502310
215 50 9429713
215 52 7898053
215 88 8349509
215 54 1268775
215 11 7666896
215 85 9242692
215 47 4425112
215 72 2643459
216 23 2538559
216 20 2039067
216 59 537803
216 94 10339810
216 53 6475549
216 22 3757198
216 81 4750755
216 40 9022826
216 95 5173272
216 66 10576781
217 32 10271346
217 26 5090081
217 71 9047642
217 52 1576360
217 67 4672171
217 100 8731808
217 39 2271709
217 25 7529657
217 40 5699690
217 57 1886544
217 51 2959077
217 61 5484162
217 83 10239870
217 93 3598654
217 48 9971904
217 95 2477544
218 26 437058
218 12 5837336
218 11 97875
218 34 1437966
218 87 11052863
218 41 1761532
218 51 4233242
218 39 6799999
218 13 7197717
218 32 6779818
218 40 7592623
218 40 10614686
218 19 8595195
218 66 9926776
218 87 8573645
218 70 2288596
218 19 7736437
218 60 693073
218 19 9544386
218 37 4192468
219 56 3450274
219 88 1450868
219 32 9035503
219 42 2080763
219 16 4756887
219 96 2522065
219 21 9347527
219 20 10327935
219 30 6694099
219 92 6860497
219 15 1345666
219 56 281535
219 72 2555865
219 84 560627
219 80 4969453
219 96 1879702
219 65 1896573
219 51 8923455
220 57 3629597
220 68 10695059
220 61 10035112
220 97 1877736
220 40 8154747
220 94 9951275
220 18 943257
220 19 3251283
221 34 1752206
221 49 108488
221 34 3592919
221 19 4528935
221 49 334384
221 69 3873411
221 85 1912292
221 49 10363950
221 43 4665380
221 66 396481
221 49 5796710
221 93 5391836
221 57 10473053
221 88 6810049
221 93 7864175
221 60 5468979
221 66 271835
221 11 1299557
222 18 1891758
222 85 5377999
222 48 6809861
222 39 5190391
222 100 6728607
222 65 3744956
222 46 884645
222 67 4597957
222 64 7969375
222 65 6568471
222 25 9010970
222 12 5378421
222 72 2224808
222 22 2166298
222 88 634684
222 33 4770571
222 16 6453656
222 21 257207
222 75 10826810
222 36 4055854
222 36 552124
222 45 10423774
222 17 7915756
222 41 7574417
222 33 1698060
223 73 8768609
223 34 4144663
223 64 7321067
223 43 1859894
223 32 7614101
223 29 8327060
223 93 5341383
223 19 679939
223 59 5400371
223 18 5584519
223 88 3626005
223 34 1649815
223 89 6270100
223 80 1159038
223 88 341003
223 74 7491521
223 30 6433215
223 47 7883769
223 52 9739384
224 38 6753074
224 12 5785597
224 28 5642599
224 24 265926
224 27 2987895
224 21 4881853
224 72 1679822
224 82 10948360
224 23 4713296
224 77 595154
224 29 440264
224 85 10814059
224 97 4704135
224 34 10216985
225 53 864521
225 36 7011027
225 78 7091521
225 12 5493944
225 95 699184
225 80 5228854
225 98 3014313
225 62 6616419
225 78 9200575
225 42 1806903
226 90 2632646
226 86 6987357
226 37 10892862
226 93 6769458
226 29 9911329
226 24 11233948
227 53 6393849
227 11 7278913
227 74 11028288
227 13 2502085
227 45 5473319
227 77 4700935
227 94 8128194
227 20 11064979
227 77 10333072
227 52 7815859
227 15 10189703
227 31 7011628
227 99 10491916
227 98 2976613
227 14 7063482
227 59 3066328
227 27 7229368
227 64 5782557
227 27 10289074
227 27 10718412
227 76 9644150
227 53 9848281
227 31 10495608
227 53 9993815
227 14 7413496
227 59 1952076
227 73 9457868
228 27 5982922
228 81 9387553
228 15 8457825
228 61 522724
228 96 885997
228 86 5998831
228 65 9442681
228 82 7631084
228 90 11141532
228 91 4571481
228 99 2300939
228 29 6854058
228 13 8017214
228 70 10507662
228 11 8362322
228 34 2660430
228 11 6571228
228 10 4353327
228 80 9333094
228 74 3101547
228 30 1089966
228 64 7208295
228 62 120289
228 21 685633
229 69 7604839
229 83 5204474
229 21 7994921
229 78 2742970
229 43 4323277
229 87 612114
229 24 3980796
229 86 3942831
229 25 7924794
229 68 6087906
229 24 3445498
229 96 2889455
230 56 11155967
230 54 3925122
230 17 7719986
230 87 3008355
230 15 5520138
230 94 4315948
230 38 574561
230 29 5028844
230 75 8765826
230 93 10177512
230 13 8187534
230 83 10103307
230 89 580208
230 62 7110545
230 89 11061298
230 28 2476246
230 39 7915947
230 52 7318529
230 10 489775
231 78 3317163
231 18 7898384
231 15 4674915
231 50 8860639
231 27 74351
231 79 3206748
231 32 236539
231 16 4496826
232 23 8012613
232 97 2040273
232 43 7273100
232 31 8838282
232 28 3820870
232 11 4940553
232 52 800914
232 44 2222541
233 72 6850566
233 39 1432911
233 35 2932709
233 89 10221488
233 86 647699
233 25 8817494
233 35 6803751
233 22 3667086
233 72 8416291
233 36 3815670
233 17 674363
233 35 5814073
233 10 2054663
233 81 1803963
233 30 5316498
233 74 10817625
233 48 9680578
233 61 1671664
233 85 1216315
233 92 9902439
233 88 2977253
233 39 1664186
233 98 5543826
233 22 4438296
233 75 5553558
233 20 9457660
233 20 9360252
233 21 7298026
234 28 9289195
234 100 1595990
234 21 5995020
234 32 537588
234 16 1736000
234 12 2067578
234 16 129171
234 15 9228688
234 74 5813764
234 19 7328035
234 49 7808704
234 18 8035451
234 72 3486764
234 58 10124849
234 93 3089328
234 68 3661497
234 95 1801465
234 78 7772133
234 32 810194
234 88 5461565
234 50 897564
234 66 1325295
234 95 967516
234 52 10166146
234 70 2140567
234 76 10601125
235 72 7439524
235 96 4136391
235 83 7194792
235 52 10220388
235 60 879620
235 95 1502931
235 91 8853207
235 48 2008640
235 64 2438866
235 71 5243870
235 73 8429810
236 87 2227146
236 39 7072719
236 56 11052717
236 27 7898374
236 19 10029857
236 61 6781857
236 99 3216951
236 70 4112292
236 30 4605379
237 92 735192
237 10 6835290
237 26 3777758
237 75 3608025
237 49 8442050
237 55 4981323
237 54 10926709
237 69 6135483
237 12 7544204
237 38 1986176
237 82 8232183
237 86 2720632
237 24 5032857
237 10 5978932
237 40 3678838
237 20 6925588
237 41 8410563
237 20 10656952
237 84 2877873
237 27 5320106
237 87 7419515
238 66 6112755
238 99 9104329
238 46 3345478
238 69 8291278
238 82 9294570
238 94 1057968
238 100 6045131
238 54 223747
238 10 6813973
238 50 4297830
238 49 7517758
238 34 4481799
238 32 6836034
238 41 7183504
238 48 589991
238 96 3362874
238 21 6641271
238 44 6353256
238 17 3179974
238 24 5984254
238 88 9821892
238 41 198248
238 61 9449031
238 96 5143968
238 21 506093
238 36 3095843
238 76 1270097
238 75 8771059
238 100 9958273
239 72 1549373
239 45 6569338
239 11 4225266
239 91 4068436
239 97 1199992
239 89 3238826
239 35 9343272
239 90 3215926
239 95 5850388
239 27 378198
239 47 2678419
239 49 8379820
239 93 3971769
239 22 8752476
239 61 8223028
239 83 3231016
239 90 6352178
239 91 5533891
240 55 210198
240 32 312220
240 56 6967016
240 90 7721898
240 59 2184692
240 59 3072429
240 67 3068670
240 51 6671865
240 25 10186358
240 58 2236714
240 57 5916676
240 90 247106
240 24 1192703
240 36 8920150
240 72 7524587
240 18 4166740
240 57 10514098
240 17 8770243
240 78 4852029
240 76 9638354
240 46 4259463
240 91 10378519
240 65 6968432
240 94 809710
240 90 7032100
240 58 9337385
240 99 8049714
241 28 6836839
241 40 1923184
241 34 6623395
241 33 10864634
241 100 4989400
241 51 5616589
241 51 9670882
241 34 5425163
241 35 10861128
241 68 9200932
241 42 10110629
241 98 9423546
241 37 6720087
241 31 3498902
241 16 3889980
242 85 220423
242 40 2952449
242 22 6774968
242 97 9903199
242 26 7390089
242 10 6117745
242 66 5945012
242 61 4600406
242 48 2740756
242 59 6457260
242 47 11199917
243 64 661178
243 96 2273310
243 96 7828954
243 26 5052444
243 35 4780291
243 68 4172304
243 75 1736100
243 56 9078679
243 20 9509611
243 29 1041555
243 67 5958654
243 13 4629756
243 81 6818386
243 85 7655818
244 79 8799592
244 55 8914885
244 81 5661295
244 72 212091
244 37 6194052
244 31 6607131
244 78 10979532
244 13 848339
244 99 9216102
244 73 3154425
244 85 5618580
244 86 1904193
244 52 3334499
244 89 3565265
244 82 5429492
244 78 3895352
244 25 5570683
244 26 372094
244 32 11121371
244 62 9611051
244 24 8593071
244 78 3163802
244 38 6122073
244 13 8423613
245 70 6776088
245 22 9653780
245 42 328191
245 14 9059484
245 65 3378284
245 94 7219179
245 59 10279832
245 29 5582448
245 77 7301132
245 76 5019463
245 34 4894476
245 81 358351
245 26 5566823
245 71 9300336
245 21 6011307
245 47 3958360
245 23 2591687
245 38 1008882
245 20 3913241
245 66 9058672
245 38 904965
245 69 3697777
246 59 5101001
246 76 6865868
246 80 10186843
246 19 6551410
246 50 1613022
246 72 8849475
246 17 6470005
246 41 10489665
246 96 8139386
246 59 6701625
247 82 2303834
247 28 3736954
247 23 2926972
247 24 9829654
247 76 947947
247 78 3620936
247 20 10923906
247 53 8076092
247 34 6689869
247 90 2013110
247 60 8014755
247 24 7793743
247 95 1110090
247 51 9907821
247 67 4869854
247 49 2071822
247 36 9467427
247 15 3734002
247 76 11149955
247 65 1500151
247 73 3457759
247 47 4946673
247 64 2075154
247 94 5517697
247 67 6689130
248 62 8009321
248 91 51976
248 11 4295711
248 67 8083084
248 89 464378
248 96 6194701
248 45 8902914
248 31 10304002
248 62 723379
248 28 409871
248 32 6964665
248 49 9224392
248 62 7613837
248 65 9973945
248 16 8001853
248 11 8997194
248 44 9000870
248 87 1462912
249 11 3409482
249 62 2878211
249 78 9109865
249 84 3701574
249 62 10979532
249 44 4583777
249 56 9269662
249 34 9517278
249 37 1403208
249 60 2337878
249 94 8709793
249 71 6325566
249 79 6428780
249 84 2038737
249 71 7277463
249 53 8040727
249 77 3904897
250 24 7210350
250 23 8899461
250 58 9197097
250 83 9686326
250 64 7682724
250 67 4662679
250 21 2194673
250 16 10108925
250 48 6709248
250 88 9423542
250 42 8188825
250 46 10144189
250 40 5071222
250 14 4987007
250 43 274571
250 21 265587
250 46 5702800
250 52 9434978
251 43 777984
251 96 2205492
251 22 2148707
251 26 11138603
251 48 8061165
251 43 6655012
251 76 6308623
251 94 7260536
251 11 9603137
251 98 10616031
251 71 7815121
251 33 6122069
251 58 402184
251 71 3696297
251 78 10319610
251 27 6670540
251 98 7054995
251 70 5141529
251 71 7893853
251 85 2067010
251 79 4186658
251 15 3170093
251 89 7048737
251 14 4860693
251 29 1167420
251 71 5484151
252 22 10679111
252 83 2506025
252 100 1120079
252 49 8172458
252 10 5381426
252 48 9669812
252 51 5549676
252 24 3109042
252 88 4179856
252 70 4064573
252 81 544558
252 43 7048333
252 11 4375185
252 75 9338998
252 32 1313118
252 23 8688963
252 44 10143092
252 45 8096215
252 97 7221116
252 62 3824877
252 50 1860957
252 53 5655288
252 55 2842067
252 60 752783
252 88 10169644
252 97 3160844
252 84 5952787
252 67 9513621
253 47 3381898
253 81 10516197
253 16 5002570
253 44 5101303
253 81 850563
253 62 3549100
253 89 1374562
254 64 8874473
254 24 7225646
254 65 4286111
254 26 10247765
254 28 1119087
254 54 1320388
254 77 7396068
254 73 922077
254 25 11086849
254 39 2478910
254 43 10060658
254 83 8055276
254 65 2810540
254 98 3510693
254 91 9694565
254 88 2221187
254 86 6355132
254 45 10768371
254 72 2555219
254 29 245727
254 75 9978355
254 57 11195186
255 28 8285771
255 26 7779099
255 73 5343768
255 15 9196370
255 74 4811013
255 76 1577098
255 82 5283289
255 46 6873560
255 56 5176922
255 99 4759976
256 28 1651253
256 45 4111287
256 35 1605022
256 54 9872575
256 22 2953572
256 84 10141826
256 16 9829697
256 64 5406606
256 56 5993559
256 17 1034202
256 17 4653553
256 27 8390345
256 95 4750539
256 42 10516921
256 41 821295
256 99 6868937
256 30 10386907
256 39 7804755
256 49 8186614
256 39 4610705
256 68 385813
256 61 7084080
256 42 4561065
256 13 488385
256 56 3533186
257 23 6149926
257 81 1845892
257 74 11082934
257 61 4722200
257 90 10239541
257 79 6162950
257 52 2135696
257 21 630931
257 33 10645862
257 99 9270177
257 32 8235226
257 74 10794649
257 46 4689634
257 46 9949452
257 47 10604685
257 69 548745
257 94 10339687
257 21 561426
257 98 9119205
257 34 3239920
257 20 8869526
257 83 8715168
257 88 2699650
257 29 6293436
257 38 3791081
257 74 6615472
257 84 8885119
257 47 4066473
257 100 3286267
258 54 2866054
258 61 4636748
258 34 10698215
258 18 10121708
258 41 2978663
258 45 2054502
258 60 5104806
258 30 5466925
258 55 8815620
258 71 5457895
258 43 2436765
258 53 4719629
258 75 2204122
259 29 813835
259 39 1827506
259 21 112913
259 50 7483749
259 13 2495759
259 65 932479
259 58 7238646
259 30 5638286
259 70 6513412
259 92 1507001
260 81 5022791
260 94 1739301
260 18 11156241
260 12 2029834
260 90 6778962
260 83 7734692
260 55 6852833
260 99 998080
260 76 9142059
260 79 5658452
260 77 8900218
260 32 6463744
260 67 10236319
260 37 3657929
260 98 9081504
260 56 3341124
260 14 9414741
260 25 2416758
260 94 6062225
260 82 8548620
260 50 9547406
260 42 8346600
260 95 3620645
261 23 8801428
261 91 6798125
261 78 5580002
261 46 1600802
261 39 3179236
261 96 2842844
261 44 9646420
261 70 6950942
261 20 7195384
262 65 1379417
262 44 7504022
262 98 3227407
262 36 11018575
262 100 7595207
262 16 714754
262 79 5013618
262 22 5757132
262 50 6041281
262 94 7453126
262 82 8604802
262 20 2348903
262 28 10930073
262 78 9102677
262 87 902509
262 27 2416152
262 56 10763194
262 10 1969759
262 90 10823347
262 21 10178437
262 96 9969917
262 35 8249488
262 46 9738544
262 11 3383656
262 77 9651123
262 42 5150069
262 21 2220062
262 58 1805012
262 45 8097564
262 74 6424607
263 38 5225900
263 65 10754680
263 12 6662363
263 55 1799179
263 92 7558903
263 38 9220428
263 94 119978
263 31 3507841
263 81 2776945
263 58 2448910
263 74 10946317
263 83 9889719
263 29 8611669
263 46 6885924
263 92 3534985
263 17 5371181
263 55 7844457
263 55 2897980
264 39 8199133
264 90 1094789
264 35 3593510
264 31 8697968
264 38 8563052
264 53 5723400
264 98 10264136
264 88 3425330
264 50 4674182
264 44 5506188
264 86 5784286
264 40 2694370
264 86 1730456
264 73 842035
265 34 1712826
265 33 4876728
265 77 11184001
265 46 6983710
265 99 10179919
265 63 9253980
265 37 10101705
265 47 6099387
265 13 8955340
265 38 6309107
265 98 7898563
265 80 5560621
265 32 829646
265 68 8947167
265 36 1767961
265 23 9949669
265 18 922028
265 74 10375200
265 50 6066925
265 30 2925196
265 59 2839291
265 24 8996595
265 62 891675
265 18 3441542
265 20 11190782
265 87 4737794
265 52 6521856
265 62 9019517
265 71 500991
265 26 3646250
265 77 6710245
266 68 3805060
266 68 3088843
266 79 2256613
266 15 10028508
266 96 7798164
266 55 2627072
266 26 8924926
266 88 435740
266 30 5490062
266 72 9654865
266 11 6285456
266 94 5216972
266 63 9205260
266 54 7489198
266 14 10729244
266 16 8589204
266 33 1027422
266 64 7561350
266 31 10361694
266 94 3419060
266 60 7340023
266 26 4779662
266 74 3803904
266 32 7626481
266 62 3365383
266 43 658988
266 57 2659023
266 90 4900420
266 63 2716190
267 43 9654427
267 30 7389998
267 59 10493594
267 99 8661730
267 21 5141698
267 45 6053723
267 29 2690247
267 69 10322285
267 60 165315
267 87 6328477
267 76 676247
267 17 5674920
267 37 6941614
267 17 6438334
267 70 2936129
267 50 8386458
267 52 3617853
267 15 3986981
267 57 5473222
267 57 5777983
267 87 5318874
267 64 8850455
267 34 9498387
267 75 4102010
267 73 4559366
267 16 2297444
267 83 5440634
267 27 7380275
267 58 4230450
267 47 7681451
268 14 8256029
268 10 9266980
268 44 8534701
268 59 10371015
268 27 9394486
268 78 981562
268 74 2118182
268 39 5767037
268 34 1181224
268 84 4654214
268 16 6839987
268 36 6667237
268 13 430416
268 14 2447427
268 18 11217207
268 47 7665865
268 64 3044930
268 42 3463345
268 70 5077777
269 55 2043154
269 28 10359213
269 99 1890003
269 97 101102
269 65 2623167
269 10 2904054
269 35 11145795
269 47 6197176
269 68 5132795
269 86 3550893
269 10 3643600
269 11 1654006
269 71 3046677
269 89 4809310
269 30 10220385
269 84 10966842
269 86 10035869
269 38 6912088
269 33 8705461
269 89 7825438
269 19 4947029
269 94 10292373
270 23 10070266
270 14 3816936
270 86 5081823
270 47 3223841
270 93 1389710
270 99 8892796
270 70 9192330
270 57 4977847
270 74 4593386
270 89 6842218
270 51 4218714
270 25 2309938
270 83 1097272
270 73 9483474
270 69 6731915
270 84 10299386
270 97 2709448
270 87 5337194
270 92 197302
270 36 9778687
270 61 3837565
270 19 8265545
270 93 6487450
270 28 10069603
270 38 7203030
270 12 2854442
270 41 9354503
271 49 4300195
271 82 1748962
271 50 7685076
271 73 9093996
271 31 1108809
271 56 425398
271 18 4914285
271 58 4366737
271 12 11106330
271 100 7976107
271 98 7735739
271 17 5971715
271 29 8896666
271 32 4678365
271 40 9437868
271 90 3281425
271 73 8562693
271 76 386200
271 47 9762428
271 45 2233462
271 12 2878210
271 39 9464408
271 100 9227884
271 10 1677238
272 84 953491
272 60 733764
272 61 1860719
272 70 3439972
272 39 5100437
272 42 2215766
272 67 4491492
272 80 9126906
272 81 2250052
272 41 708876
272 38 5635647
272 56 4837503
272 58 5541744
272 54 6506023
272 93 3871756
272 70 679352
272 99 6714063
272 18 5254971
272 14 1466845
272 43 10752678
272 96 95714
272 99 2887394
272 44 9572655
272 71 3998239
272 15 3640085
273 72 249367
273 29 6745435
273 49 11071485
273 62 9726063
273 83 10818751
273 28 11204382
273 19 4339862
273 97 449313
273 61 10075514
273 41 6540445
273 93 9899455
273 28 1279556
273 69 1467644
273 81 2962927
273 51 5018151
273 15 8651014
273 87 2611063
273 88 4853809
273 16 2962036
273 57 8262392
273 27 8877779
273 15 6550084
273 81 856706
273 12 3291523
273 69 7839041
273 99 9677307
273 30 6169593
273 15 6090196
273 98 3953793
274 87 5641960
274 73 4877711
274 53 9616680
274 90 5634141
274 98 5819886
274 74 10818638
274 86 272721
274 33 3158221
274 22 8018031
274 76 4670922
274 71 100001
274 12 564933
274 46 7827079
274 19 2108193
274 100 8035129
274 41 7620267
274 79 1376892
274 70 2190513
275 76 4464783
275 52 99095
275 23 1225076
275 29 6244396
275 64 2155495
275 12 736006
275 89 6030876
275 62 6529979
275 30 9278944
275 84 82254
275 32 7075842
275 85 8958709
275 66 2001014
275 72 530248
275 72 5448019
275 88 2193721
275 17 2606074
275 88 6099519
275 43 10078215
275 80 8459504
275 22 7508050
275 42 4835427
275 38 9529299
276 24 7934252
276 73 4741104
276 20 5995502
276 80 3639129
276 78 9606099
276 38 7607849
276 18 5974250
276 16 9835815
276 44 4023356
276 54 6054354
276 28 559506
276 23 10249330
276 89 4779521
276 67 11208553
276 24 2157516
276 38 10181417
276 19 253312
276 61 10225454
276 22 3624103
276 92 2739889
276 82 3275637
276 67 2366163
276 94 8315659
277 32 9032627
277 37 545695
277 39 4101702
277 100 4423462
277 85 6617430
277 56 7172750
277 28 3239391
277 46 10613310
278 88 9026899
278 53 5948163
278 60 929302
278 51 4150479
278 18 99453
278 99 11203606
278 26 4678221
278 86 10993955
278 18 4822010
278 34 2957421
278 20 7396228
278 87 2095424
278 73 8527250
278 61 6142136
278 46 8928813
278 29 322705
278 14 6973581
278 20 4804645
278 89 2572137
278 82 7427519
278 37 739993
278 14 179670
278 85 6045404
278 61 4412645
278 52 1154531
278 23 5121451
278 54 3069279
279 37 7113556
279 45 5427526
279 62 10303252
279 23 3079814
279 74 3187151
279 25 8252957
279 51 9399959
279 29 5273657
279 58 7334163
279 32 828090
279 85 5953564
279 28 2055671
279 38 1983449
279 44 8218122
279 18 7437046
279 75 1419365
279 62 5483625
279 27 10381953
279 21 10720202
280 32 4990088
280 54 6977406
280 97 3126216
280 79 9314995
280 29 2314143
280 29 6319623
280 36 8801785
280 68 4752910
280 53 6953896
280 60 3573808
280 53 7190297
280 88 3426330
280 37 9382647
280 50 9028957
280 54 9147956
280 25 2994239
280 23 7701481
280 42 6852164
280 24 3968787
280 72 713650
280 26 11156754
280 39 8680811
281 31 7703508
281 76 7339835
281 32 1388487
281 27 6225616
281 14 991728
281 23 7895608
281 30 5414446
281 97 4536444
281 81 1841867
281 13 6707441
281 99 7982790
281 43 3144890
281 79 9569044
281 26 9433379
281 94 3829013
282 74 3089410
282 32 1736518
282 45 5764151
282 83 8720835
282 79 4962967
282 28 2695797
282 80 3100809
282 57 3802652
282 65 5475033
282 16 8435885
282 47 3788797
283 52 158456
283 81 7053092
283 93 4901209
283 38 7766724
283 80 8223309
283 27 418876
283 89 7767948
283 66 10292178
283 54 2019315
283 15 2649304
283 94 5752228
283 28 1339909
283 91 8582170
283 26 9612283
283 35 1787008
283 79 3680424
283 51 5536454
283 39 9751793
283 23 4954989
283 55 870123
283 64 7960434
283 47 3928906
283 95 77671
284 89 1659791
284 87 8357316
284 32 2147859
284 68 590338
284 23 7006432
284 80 10351319
284 71 6336537
284 52 10989853
284 85 2777361
284 84 4354836
284 25 10734415
284 44 2439362
284 97 1310467
284 41 303287
284 52 3707274
284 67 2243661
284 24 4466926
284 39 9860633
285 40 7780937
285 93 5863156
285 41 2899038
285 32 10264241
285 77 6646693
285 58 3388378
285 48 5456527
285 36 114519
286 82 2287000
286 85 2143470
286 50 2068913
286 83 2241087
286 33 2740169
286 47 920615
286 65 4431589
286 70 6358611
286 32 7536630
286 38 9527017
286 64 670668
286 62 633804
286 72 2661459
286 63 2687813
286 68 964658
286 87 8194719
286 65 2941852
286 39 2489827
286 29 1752079
287 75 6144215
287 27 4890992
287 16 5013939
287 75 5433295
287 27 6227223
287 67 1532220
287 10 2203679
287 84 11144533
287 28 1515951
287 17 1233475
287 19 4043055
287 73 9345175
287 88 9382350
287 89 9928877
287 85 8424492
287 65 2551085
287 14 1467991
287 80 8833525
288 56 7318131
288 70 6848265
288 90 7739782
288 52 3226981
288 11 4836867
288 94 3231374
288 43 7835975
288 13 9872227
288 53 10121446
288 60 9375325
288 39 215251
288 39 1192817
288 11 4545879
288 97 10004884
288 66 3282517
288 76 5804208
289 77 622206
289 15 3734941
289 46 1350249
289 97 8574047
289 73 588931
289 63 1137396
289 12 5771125
289 39 7106138
289 32 6230018
289 68 4565858
289 36 4449212
289 97 7730532
289 71 10707232
289 53 8036860
290 10 6841629
290 72 963116
290 12 1609907
290 84 8999285
290 45 9544894
290 100 5511894
290 55 1184323
290 42 6756227
290 10 4815946
290 97 747685
290 86 11155491
290 66 2459284
290 65 8172605
290 13 4852067
290 28 6124911
290 34 7867111
290 11 2268683
290 68 4954227
290 62 6766628
290 13 10496542
290 93 4378024
290 50 6410448
290 26 1112949
290 13 9434371
290 51 4118861
290 19 8618280
291 80 10330802
291 69 7008012
291 55 10096071
291 62 4814502
291 63 7641789
291 96 5484537
292 98 1064768
292 70 4629598
292 99 8077028
292 44 2333988
292 100 1059204
292 76 6318999
292 89 10257605
292 90 8469102
292 98 992909
292 30 6501149
292 22 9951504
292 47 5563713
292 96 7047034
292 26 1799546
292 33 8827512
292 70 5374005
292 82 4784036
292 92 272106
292 100 5784091
292 98 10497642
292 60 7495642
292 62 7705318
292 72 6245050
293 95 6660644
293 18 7133489
293 60 4225961
293 99 10969692
293 30 10767898
293 49 4921580
293 28 1015359
293 79 4739746
293 34 10775190
293 33 10532050
293 79 1769929
293 50 928255
294 72 5428085
294 33 5947944
294 85 1977562
294 43 10806080
294 87 9011252
294 41 9841471
294 80 2210856
294 88 7095140
294 92 321212
295 11 10711118
295 67 10741047
295 79 1752269
295 46 423981
295 23 4965368
295 57 7433925
295 73 10757523
295 84 8457493
295 26 6233396
295 55 10785240
295 55 5075736
295 29 9712478
295 68 10336675
295 16 8797189
296 65 10301738
296 15 5864094
296 46 8497054
296 46 7695530
296 54 3303769
296 93 3855969
296 27 1075701
296 41 2114125
296 20 9578701
296 12 10014851
296 31 9826812
296 92 6297929
296 96 9505782
297 69 4261339
297 71 5585076
297 63 2080595
297 84 2909609
297 24 8668738
297 14 3058753
297 57 8387679
297 87 1636798
297 35 9397172
297 91 759449
297 44 1667477
297 100 10181821
298 41 7148728
298 42 3355723
298 14 4262647
298 24 1173075
298 82 67363
298 80 2019253
298 98 6131223
298 35 2517814
298 45 1421140
298 27 3664716
298 57 5219546
298 58 6996327
298 38 332887
298 46 10643694
298 72 10471175
298 20 1369500
298 31 5414223
299 37 4770788
299 90 3176079
299 11 9113459
299 93 6956943
299 69 2150537
299 77 4847386
299 45 1215947
299 35 7886037
299 41 4233471
300 96 10274365
300 93 8728139
300 61 972575
300 67 6728272
300 79 6859930
300 45 3313355
300 32 4967404
300 47 9276341
300 84 1193934
300 30 10504293
300 58 3877567
300 79 6513126
300 22 2810250
300 79 3088584
300 44 3830739
300 40 8976393
301 30 3487845
301 62 143858
301 59 4574640
301 12 10025270
301 47 6380283
301 51 6107405
301 37 9310571
301 78 6719571
301 74 350810
301 46 3061608
301 55 7859973
301 18 1216881
301 49 7165218
302 63 2746755
302 92 7708041
302 15 1652107
302 91 9115090
302 27 7564138
302 42 10533132
303 49 769622
303 43 2523310
303 32 1529829
303 96 9161347
303 73 4078759
303 27 6138200
303 41 2206260
303 82 9542471
303 31 4595705
303 93 4683191
303 83 6392871
303 49 6987346
303 36 392677
303 84 4840534
303 39 8116741
304 93 5113313
304 16 6035325
304 77 4256244
304 50 882938
304 74 10592355
304 12 9198077
304 49 6826264
304 77 6179950
304 57 11181829
304 27 9215784
304 72 6385492
304 48 4601260
304 20 697154
304 99 392918
304 93 1503922
304 56 7634251
304 59 9199164
304 72 11005241
304 94 611785
304 82 5348104
304 26 3352636
304 10 3718165
305 81 7648319
305 78 10279322
305 49 3822710
305 26 2692689
305 33 1863202
305 70 1079437
305 30 831528
305 62 988530
305 46 8553239
305 90 3804659
305 67 2686824
305 84 10531753
305 13 862927
305 49 3934015
305 73 10705252
305 38 534362
305 95 6920718
306 29 4212388
306 19 4411729
306 65 5361633
306 80 10139228
306 26 5944498
306 33 2167380
306 85 7254544
306 11 11129486
306 76 6657550
306 11 10720443
307 70 1907884
307 33 9756967
307 38 8298079
307 77 6058415
307 23 7167815
307 57 10010301
307 58 2193212
307 64 4084838
307 18 5689869
307 59 2825406
307 13 4775429
307 48 9855178
307 80 9556370
307 15 7741175
307 35 2790061
307 76 6368339
307 57 1611210
307 99 6980657
307 25 10203417
307 14 145321
307 44 8978941
307 63 6323359
307 28 8411093
307 44 3623274
307 41 6310620
307 34 1774386
307 11 3682338
307 60 5051366
308 44 9632151
308 61 7217267
308 83 4584731
308 24 2970488
308 57 7481787
308 95 1342864
308 41 3624155
308 46 1633691
308 26 9703602
308 52 3685363
308 14 5981300
308 48 2765284
308 73 6004622
308 43 9588141
308 22 3450787
308 20 1116993
309 29 870533
309 47 2474305
309 99 10303930
309 79 8792385
309 71 8447435
